省份,年份,行政区划代码,地区生产总值,人均可支配收入_地区总计,人均消费支出_地区总计,地区居民消费价格指数_总指数,地区居民消费价格指数_食品,地区居民消费价格指数_粮食
湖北,2015,420000,30344.0,20026.0,14316.0,101.5,102.2,101.2
湖北,2016,420000,33353.0,21787.0,15889.0,102.2,105.4,100.7
湖北,2017,420000,37235.0,23757.0,16938.0,101.5,98.3,101.9
湖北,2018,420000,42022.0,25815.0,19538.0,101.9,101.6,100.9
湖北,2019,420000,45429.0,28319.0,21567.0,103.1,109.4,100.4
湖北,2020,420000,43004.5,27881.0,19246.0,102.7,112.3,101.3
湖北,2021,420000,50091.2,30829.0,23846.0,100.3,96.7,100.9
湖北,2022,420000,52741.7,32914.0,24828.0,102.1,102.2,101.1
湖北,2023,420000,55803.6,35146.0,27106.0,100.1,99.1,101.2
湖北,2024,420000,60013.0,36947.0,27888.0,100.4,100.1,100.0
湖南,2000,430000,3551.5,3345.0,2917.0,101.4,98.4,87.2
湖南,2001,430000,3831.9,3722.25,3173.19,99.1,98.6,98.6
湖南,2002,430000,4151.5,3921.88,3311.83,99.5,100.1,99.7
湖南,2003,430000,4660.0,4331.08,3606.55,102.4,105.8,103.4
湖南,2004,430000,5542.6,4953.65,4211.0,105.1,111.6,127.5
湖南,2005,430000,6369.9,5664.0,4805.0,102.3,102.9,99.4
湖南,2006,430000,7431.6,6364.0,5370.0,101.4,101.4,100.9
湖南,2007,430000,9285.5,7587.0,6098.0,105.6,113.7,109.2
湖南,2008,430000,11307.4,8804.0,6951.0,106.0,114.9,112.5
湖南,2009,430000,12772.8,9745.0,7615.0,99.6,100.3,104.3
湖南,2010,430000,15574.3,10861.0,8308.0,103.1,105.4,107.2
湖南,2011,430000,18915.0,12612.0,9713.0,105.5,111.2,116.1
湖南,2012,430000,21207.2,14391.0,10806.0,102.0,103.3,105.3
湖南,2013,430000,23545.2,16005.0,11946.0,102.5,104.2,105.5
湖南,2014,430000,25881.3,17622.0,13289.0,101.9,102.6,102.0
湖南,2015,430000,28538.6,19317.0,14267.0,101.4,103.0,101.6
湖南,2016,430000,30853.5,21115.0,15750.0,101.9,105.3,101.3
湖南,2017,430000,33828.1,23103.0,17160.0,101.4,98.7,101.6
湖南,2018,430000,36329.7,25241.0,18808.0,102.0,100.8,101.1
湖南,2019,430000,39894.1,27680.0,20479.0,102.9,109.9,100.4
湖南,2020,430000,41542.6,29380.0,20998.0,102.3,111.4,101.1
湖南,2021,430000,45713.5,31993.0,22798.0,100.5,96.6,102.1
湖南,2022,430000,47558.6,34036.0,24083.0,101.8,101.8,102.3
湖南,2023,430000,50012.9,35895.0,25462.0,100.2,98.7,100.5
湖南,2024,430000,53231.0,37679.0,26760.0,100.5,100.4,100.8
甘肃,2000,620000,1052.9,1514.12,1814.5,99.5,97.6,94.1
甘肃,2001,620000,1125.4,2470.33,1923.41,104.0,100.0,99.8
甘肃,2002,620000,1232.0,3426.54,2153.89,100.0,100.1,99.3
甘肃,2003,620000,1399.9,4382.75,2400.7,101.1,103.0,101.6
甘肃,2004,620000,1653.6,5338.96,2726.13,102.3,106.2,117.8
甘肃,2005,620000,1864.6,6295.17,3212.26,101.7,101.2,102.1
甘肃,2006,620000,2203.0,7251.39,3527.04,101.3,103.7,103.4
甘肃,2007,620000,2675.1,8207.6,3972.38,105.2,112.1,106.6
甘肃,2008,620000,3071.7,9163.81,4430.48,108.2,116.2,107.2
甘肃,2009,620000,3268.3,10120.02,4916.31,101.3,103.3,105.4
甘肃,2010,620000,3943.7,13188.55,5484.83,104.1,109.4,120.8
甘肃,2011,620000,4816.9,14988.68,6467.48,105.9,111.4,110.5
甘肃,2012,620000,5393.1,17156.89,7520.41,102.7,104.1,102.3
甘肃,2013,620000,6014.5,10954.4,8563.9,103.2,105.6,106.9
甘肃,2014,620000,6518.4,12184.7,9874.6,102.1,103.6,104.2
甘肃,2015,620000,6556.6,13466.6,10950.8,101.6,101.7,101.5
甘肃,2016,620000,6907.9,14670.3,12254.2,101.3,104.0,101.5
甘肃,2017,620000,7336.7,16011.0,13120.1,101.4,99.4,101.3
甘肃,2018,620000,8104.1,17488.4,14624.0,102.0,100.9,100.2
甘肃,2019,620000,8718.3,19139.0,15879.1,102.3,107.5,100.7
甘肃,2020,620000,8979.7,20335.1,16174.9,102.0,108.5,101.7
甘肃,2021,620000,10225.5,22066.0,17456.0,100.9,99.3,101.8
甘肃,2022,620000,11121.4,23273.0,17489.0,101.9,102.7,105.1
甘肃,2023,620000,11863.8,25011.0,19013.0,100.5,100.1,102.6
甘肃,2024,620000,13002.9,26612.0,19829.0,100.4,98.6,100.4
福建,2000,350000,3764.5,4977.17,3752.0,102.1,98.6,88.8
福建,2001,350000,4072.9,5352.64,3907.16,98.7,97.6,97.3
福建,2002,350000,4467.6,5923.7,4291.89,99.5,99.7,98.3
福建,2003,350000,4999.6,6473.19,4744.41,100.8,102.0,106.7
福建,2004,350000,5712.1,7317.88,5359.99,104.0,109.9,125.7
福建,2005,350000,6415.5,8178.07,5898.27,102.2,103.7,99.8
福建,2006,350000,7468.6,9048.21,6526.59,100.8,102.0,104.4
福建,2007,350000,9325.6,10268.21,7399.97,105.2,112.2,106.7
福建,2008,350000,10931.8,11951.73,8491.79,104.6,113.3,105.1
福建,2009,350000,12418.1,13167.91,9252.06,98.2,99.0,103.0
福建,2010,350000,15002.5,21781.31,10974.18,103.2,107.8,117.0
福建,2011,350000,17917.7,24907.4,12421.75,105.3,111.2,116.2
福建,2012,350000,20190.7,28055.24,14040.58,102.4,104.6,103.0
福建,2013,350000,22503.8,21217.9,15411.63,102.5,104.0,102.9
福建,2014,350000,24942.1,23330.9,17644.5,102.0,103.3,101.9
福建,2015,350000,26819.5,25404.4,18850.2,101.7,102.3,101.7
福建,2016,350000,29609.4,27607.9,20167.5,101.7,104.7,100.0
福建,2017,350000,33842.4,30047.7,21249.3,101.2,97.9,100.8
福建,2018,350000,38687.8,32643.9,22996.0,101.5,101.7,100.8
福建,2019,350000,42326.6,35616.1,25314.3,102.6,110.0,99.4
福建,2020,350000,43608.6,37202.4,25125.8,102.2,109.3,100.3
福建,2021,350000,49566.1,40659.0,28440.0,100.7,97.6,100.6
福建,2022,350000,51765.1,43118.0,30042.0,101.9,103.2,100.4
福建,2023,350000,54355.1,45426.0,31869.0,100.0,100.9,100.9
福建,2024,350000,57761.0,47857.0,33876.0,99.9,99.2,99.7
西藏,2000,540000,117.8,2521.0,2020.0,99.9,98.9,101.1
西藏,2001,540000,139.2,2033.88,1651.75,100.1,99.3,99.9
西藏,2002,540000,162.0,2229.29,1757.35,100.4,99.6,96.3
西藏,2003,540000,186.0,2638.48,2064.88,100.9,100.5,98.0
西藏,2004,540000,217.9,2958.91,2664.51,102.7,105.3,112.4
西藏,2005,540000,243.1,3630.0,3398.0,101.5,101.3,102.1
西藏,2006,540000,285.9,3828.0,3141.0,102.0,102.9,97.3
西藏,2007,540000,344.1,4609.0,3693.0,103.4,106.5,108.5
西藏,2008,540000,398.2,5249.0,3927.0,105.7,112.1,103.9
西藏,2009,540000,445.7,5807.0,4347.0,101.4,103.9,100.4
西藏,2010,540000,512.9,6628.0,4809.0,102.2,104.5,107.1
西藏,2011,540000,611.5,7510.0,5063.0,105.0,109.1,112.7
西藏,2012,540000,710.2,8568.0,5468.0,103.5,106.9,103.0
西藏,2013,540000,828.2,9740.0,6307.0,103.6,107.7,106.3
西藏,2014,540000,939.7,10730.0,7317.0,102.9,105.3,105.4
西藏,2015,540000,1043.0,12254.0,8246.0,102.0,103.1,102.9
西藏,2016,540000,1173.0,13639.0,9319.0,102.5,104.4,105.0
西藏,2017,540000,1349.0,15457.0,10320.0,101.6,101.1,102.3
西藏,2018,540000,1548.4,17286.0,11520.0,101.7,101.7,102.4
西藏,2019,540000,1697.8,19501.0,13029.0,102.3,103.9,102.4
西藏,2020,540000,1902.7,21744.0,13225.0,102.2,106.2,102.4
西藏,2021,540000,2080.2,24950.0,15342.0,100.9,100.4,100.6
西藏,2022,540000,2150.2,26675.0,15886.0,101.5,100.6,100.5
西藏,2023,540000,2392.7,28983.0,17220.0,99.9,99.4,101.1
西藏,2024,540000,2764.9,31358.0,18983.0,100.0,98.8,100.4
贵州,2000,520000,1029.9,2290.0,1880.0,99.5,95.3,92.7
贵州,2001,520000,1133.3,2014.58,1572.22,101.8,98.5,95.6
贵州,2002,520000,1243.4,2233.86,1715.59,99.0,99.7,98.1
贵州,2003,520000,1429.0,2489.1,1880.42,101.2,103.2,103.6
贵州,2004,520000,1649.4,2853.22,2144.64,104.0,112.6,124.7
贵州,2005,520000,1939.9,3625.0,2872.0,101.0,101.3,100.4
贵州,2006,520000,2264.1,4016.0,3158.0,101.7,103.4,102.9
贵州,2007,520000,2847.5,4817.0,3691.0,106.4,116.7,106.9
贵州,2008,520000,3504.5,5533.0,4123.0,107.6,117.3,107.6
贵州,2009,520000,3856.7,6099.0,4594.0,98.7,98.5,103.0
贵州,2010,520000,4519.0,7226.0,5507.0,102.9,107.7,120.5
贵州,2011,520000,5615.6,8594.0,6452.0,105.1,113.5,116.8
贵州,2012,520000,6742.2,9850.0,7247.0,102.7,104.7,104.5
贵州,2013,520000,7973.1,11083.0,8288.0,102.5,104.1,103.3
贵州,2014,520000,9173.1,12371.0,9303.0,102.4,104.2,102.6
贵州,2015,520000,10541.0,13697.0,10414.0,101.8,102.6,102.6
贵州,2016,520000,11792.4,15121.0,11932.0,101.4,104.5,100.9
贵州,2017,520000,13605.4,16704.0,12970.0,100.9,99.2,101.1
贵州,2018,520000,15353.2,18430.0,13798.0,101.8,100.3,101.6
贵州,2019,520000,16769.3,20397.0,14780.0,102.4,108.3,99.8
贵州,2020,520000,17860.4,21795.0,14874.0,102.6,113.3,99.9
贵州,2021,520000,19458.6,23996.0,17957.0,100.1,95.8,100.4
贵州,2022,520000,20010.4,25508.0,17939.0,101.6,100.9,100.6
贵州,2023,520000,20913.3,27098.0,20161.0,99.7,99.4,100.8
贵州,2024,520000,22667.1,28561.0,20871.0,100.1,99.7,100.7
辽宁,2000,210000,4669.1,4024.0,3216.0,99.9,97.7,88.9
辽宁,2001,210000,5033.1,4447.73,3482.74,100.0,101.8,100.1
辽宁,2002,210000,5458.2,4992.85,3930.48,98.9,97.9,96.8
辽宁,2003,210000,5906.3,5529.19,4457.29,101.7,105.3,99.0
辽宁,2004,210000,6469.8,6187.39,4869.47,103.5,108.7,126.6
辽宁,2005,210000,7260.8,6979.0,5657.0,101.4,101.8,104.0
辽宁,2006,210000,8390.3,7937.0,6182.0,101.2,102.4,102.6
辽宁,2007,210000,10292.2,9421.0,7241.0,105.1,112.8,106.0
辽宁,2008,210000,12137.7,11125.0,8652.0,104.6,112.3,104.5
辽宁,2009,210000,12815.7,12183.0,9587.0,100.0,102.8,109.5
辽宁,2010,210000,13896.3,13953.0,10462.0,103.0,107.9,112.6
辽宁,2011,210000,16354.9,16429.0,11954.0,105.2,111.0,111.5
辽宁,2012,210000,17848.6,18761.0,13489.0,102.8,104.9,103.6
辽宁,2013,210000,19208.8,20818.0,14950.0,102.4,104.6,105.9
辽宁,2014,210000,20025.7,22820.0,16068.0,101.7,102.7,103.6
辽宁,2015,210000,20210.3,24576.0,17200.0,101.4,102.5,102.1
辽宁,2016,210000,20392.5,26040.0,19853.0,101.6,103.0,100.2
辽宁,2017,210000,21693.0,27835.0,20463.0,101.4,98.7,101.0
辽宁,2018,210000,23510.5,29701.0,21398.0,102.5,102.3,100.5
辽宁,2019,210000,24855.3,31820.0,22203.0,102.4,107.8,100.8
辽宁,2020,210000,25011.4,32738.0,20672.0,102.4,108.9,101.7
辽宁,2021,210000,27569.5,35112.0,23831.0,101.1,99.9,102.1
辽宁,2022,210000,28826.1,36089.0,22604.0,102.0,103.4,101.2
辽宁,2023,210000,30209.4,37992.0,24865.0,100.1,99.6,100.8
辽宁,2024,210000,32612.7,39844.0,25963.0,100.2,99.3,100.3
重庆,2000,500000,1822.1,3414.0,2866.0,96.7,93.1,85.3
重庆,2001,500000,2014.6,3620.77,3029.53,101.7,99.2,96.3
重庆,2002,500000,2279.8,3983.07,3387.09,99.6,98.7,103.0
重庆,2003,500000,2615.6,4482.39,3857.79,100.6,104.3,100.5
重庆,2004,500000,3059.5,5222.1,4515.89,103.7,111.0,127.1
重庆,2005,500000,3448.4,5942.0,5117.0,100.8,100.1,102.7
重庆,2006,500000,3900.3,6632.0,5603.0,102.4,103.1,101.3
重庆,2007,500000,4770.7,7520.0,6138.0,104.7,114.1,107.9
重庆,2008,500000,5899.5,8756.0,7074.0,105.6,115.7,112.0
重庆,2009,500000,6651.2,9688.0,7843.0,98.4,100.0,106.2
重庆,2010,500000,8065.3,10984.0,8810.0,103.2,106.5,113.1
重庆,2011,500000,10161.2,13037.0,10263.0,105.3,114.1,115.4
重庆,2012,500000,11595.4,14924.0,11468.0,102.6,104.7,107.7
重庆,2013,500000,13027.6,16569.0,12600.0,102.7,104.1,103.0
重庆,2014,500000,14623.8,18352.0,13811.0,101.8,103.3,101.8
重庆,2015,500000,16040.5,20110.0,15140.0,101.3,101.8,102.3
重庆,2016,500000,18023.0,22034.0,16385.0,101.8,104.7,102.4
重庆,2017,500000,20066.3,24153.0,17898.0,101.0,97.0,100.6
重庆,2018,500000,21588.8,26386.0,19248.0,102.0,101.4,98.2
重庆,2019,500000,23605.8,28920.0,20774.0,102.7,109.6,97.7
重庆,2020,500000,25041.4,30824.0,21678.0,102.3,110.3,97.4
重庆,2021,500000,28077.3,33803.0,24598.0,100.3,95.6,98.5
重庆,2022,500000,28576.1,35666.0,25371.0,102.1,105.3,101.7
重庆,2023,500000,30145.8,37595.0,26515.0,99.7,97.5,101.1
重庆,2024,500000,32193.2,39713.0,27451.0,100.2,99.1,99.0
陕西,2000,610000,1804.0,2637.0,2241.0,99.5,96.8,89.8
陕西,2001,610000,2010.6,2711.73,2356.25,101.0,99.2,96.3
陕西,2002,610000,2253.4,3130.22,2772.01,98.9,99.5,99.4
陕西,2003,610000,2587.7,3431.41,2919.51,101.7,105.2,105.0
陕西,2004,610000,3141.6,3895.93,3312.79,103.1,107.3,123.9
陕西,2005,610000,3817.2,4395.0,3735.0,101.2,101.0,101.3
陕西,2006,610000,4595.6,5029.0,4366.0,101.5,102.9,103.2
陕西,2007,610000,5681.8,5974.0,5050.0,105.2,112.8,107.7
陕西,2008,610000,7177.8,7263.0,5972.0,106.4,115.3,107.7
陕西,2009,610000,7997.8,8122.0,6708.0,100.5,102.3,104.6
陕西,2010,610000,9845.2,9412.0,7625.0,104.0,108.5,114.8
陕西,2011,610000,12175.1,11229.0,9026.0,105.7,111.9,109.8
陕西,2012,610000,14142.4,12885.0,10175.0,102.8,104.8,103.3
陕西,2013,610000,15905.4,14372.0,11217.0,103.0,105.6,107.9
陕西,2014,610000,17402.5,15837.0,12204.0,101.6,102.8,103.3
陕西,2015,610000,17898.8,17395.0,13087.0,101.0,100.9,102.7
陕西,2016,610000,19045.8,18874.0,13943.0,101.3,103.8,100.3
陕西,2017,610000,21473.5,20635.0,14900.0,101.6,98.2,101.6
陕西,2018,610000,23941.9,22528.0,16160.0,102.1,101.9,100.9
陕西,2019,610000,25793.2,24666.0,17465.0,102.9,107.2,100.7
陕西,2020,610000,26014.1,26226.0,17418.0,102.5,109.3,101.6
陕西,2021,610000,30121.7,28568.0,19347.0,101.5,100.5,103.7
陕西,2022,610000,32838.2,30116.0,19848.0,102.1,103.2,104.6
陕西,2023,610000,33786.1,32128.0,22012.0,100.1,99.1,100.9
陕西,2024,610000,35538.8,33905.0,23213.0,100.1,99.1,99.5
青海,2000,630000,263.7,2706.0,2275.0,99.5,97.8,94.4
青海,2001,630000,300.1,2958.9,2544.36,102.6,102.2,95.8
青海,2002,630000,340.7,3214.71,2796.58,102.3,99.5,96.9
青海,2003,630000,385.0,3580.67,3159.38,102.0,104.1,101.5
青海,2004,630000,443.7,3985.91,3491.44,103.2,106.5,113.9
青海,2005,630000,499.4,4587.0,4105.0,100.8,101.0,102.0
青海,2006,630000,585.2,5113.0,4434.0,101.6,102.9,104.6
青海,2007,630000,720.1,5916.0,5184.0,106.7,114.8,108.1
青海,2008,630000,896.9,6808.0,5952.0,110.1,119.0,111.6
青海,2009,630000,939.7,7553.0,6619.0,102.6,103.0,106.6
青海,2010,630000,1144.2,8659.0,7713.0,105.4,108.3,112.7
青海,2011,630000,1370.4,10024.0,9032.0,106.1,111.1,109.3
青海,2012,630000,1528.5,11470.0,10386.0,103.1,106.6,102.8
青海,2013,630000,1713.3,12948.0,11576.0,103.9,108.1,108.1
青海,2014,630000,1847.7,14374.0,12605.0,102.8,104.0,105.9
青海,2015,630000,2011.0,15813.0,13611.0,102.6,102.5,102.4
青海,2016,630000,2258.2,17302.0,14775.0,101.8,102.4,101.2
青海,2017,630000,2465.1,19001.0,15503.0,101.5,99.5,102.0
青海,2018,630000,2748.0,20757.0,16557.0,102.5,103.3,101.5
青海,2019,630000,2941.1,22618.0,17545.0,102.5,106.3,101.1
青海,2020,630000,3009.8,24037.0,18284.0,102.6,108.5,101.1
青海,2021,630000,3385.1,25919.0,19020.0,101.3,99.3,101.0
青海,2022,630000,3623.3,27000.0,17261.0,102.4,103.6,103.8
青海,2023,630000,3799.1,28587.0,20327.0,100.5,98.0,101.9
青海,2024,630000,3950.8,30117.0,21204.0,100.5,98.3,99.8
黑龙江,2000,230000,2855.5,3602.0,2772.0,98.3,96.0,92.3
黑龙江,2001,230000,3043.4,4068.0,3119.26,100.8,101.9,98.5
黑龙江,2002,230000,3242.7,4516.18,3326.2,99.3,99.4,97.7
黑龙江,2003,230000,3609.7,4902.42,3663.03,100.9,103.3,99.9
黑龙江,2004,230000,4134.7,5586.55,4090.2,103.8,108.8,125.4
黑龙江,2005,230000,4756.4,6048.0,4727.0,101.2,100.1,100.4
黑龙江,2006,230000,5329.8,6748.0,5085.0,101.9,103.0,104.9
黑龙江,2007,230000,6126.3,7656.0,5883.0,105.2,113.3,105.2
黑龙江,2008,230000,7134.2,8877.0,7008.0,105.6,112.0,104.5
黑龙江,2009,230000,7218.9,9643.0,7863.0,100.2,101.2,110.7
黑龙江,2010,230000,8308.3,10846.0,8619.0,103.9,108.1,113.6
黑龙江,2011,230000,9935.0,12605.0,9967.0,105.8,112.4,111.2
黑龙江,2012,230000,11015.8,14302.0,10750.0,103.2,105.5,104.6
黑龙江,2013,230000,11849.1,15903.0,12037.0,102.2,104.3,104.6
黑龙江,2014,230000,12170.8,17404.0,12769.0,101.5,102.0,103.2
黑龙江,2015,230000,11690.0,18593.0,13403.0,101.1,101.1,102.3
黑龙江,2016,230000,11895.0,19838.0,14446.0,101.5,103.1,101.0
黑龙江,2017,230000,12313.0,21206.0,15577.0,101.3,97.3,101.1
黑龙江,2018,230000,12846.5,22726.0,16994.0,102.0,100.7,101.3
黑龙江,2019,230000,13544.4,24254.0,18111.0,102.8,109.6,101.0
黑龙江,2020,230000,13633.4,24902.0,17056.0,102.3,109.6,101.9
黑龙江,2021,230000,14858.2,27159.0,20636.0,100.6,98.9,100.4
黑龙江,2022,230000,15831.5,28346.0,20412.0,101.9,102.9,102.1
黑龙江,2023,230000,15883.9,29694.0,22052.0,100.6,100.4,102.0
黑龙江,2024,230000,16476.9,31269.0,23467.0,100.5,98.8,101.2
