省份,行政区划代码,cluster,cluster_label,核心特征摘要,总人口_均值,总人口_最新年值,总人口_首年值,总人口_变化量,总人口_变化率,总人口_线性趋势斜率,城镇人口_均值,城镇人口_最新年值,城镇人口_首年值,城镇人口_变化量,城镇人口_变化率,城镇人口_线性趋势斜率,乡村人口_均值,乡村人口_最新年值,乡村人口_首年值,乡村人口_变化量,乡村人口_变化率,乡村人口_线性趋势斜率,0-14岁_均值,0-14岁_最新年值,0-14岁_首年值,0-14岁_变化量,0-14岁_变化率,0-14岁_线性趋势斜率,15-64岁_均值,15-64岁_最新年值,15-64岁_首年值,15-64岁_变化量,15-64岁_变化率,15-64岁_线性趋势斜率,65岁及以上_均值,65岁及以上_最新年值,65岁及以上_首年值,65岁及以上_变化量,65岁及以上_变化率,65岁及以上_线性趋势斜率,平均家庭规模_均值,平均家庭规模_最新年值,平均家庭规模_首年值,平均家庭规模_变化量,平均家庭规模_变化率,平均家庭规模_线性趋势斜率,户数_均值,户数_最新年值,户数_首年值,户数_变化量,户数_变化率,户数_线性趋势斜率,城镇化率_均值,城镇化率_最新年值,城镇化率_首年值,城镇化率_变化量,城镇化率_变化率,城镇化率_线性趋势斜率,乡村人口占比_均值,乡村人口占比_最新年值,乡村人口占比_首年值,乡村人口占比_变化量,乡村人口占比_变化率,乡村人口占比_线性趋势斜率,0-14岁占比_均值,0-14岁占比_最新年值,0-14岁占比_首年值,0-14岁占比_变化量,0-14岁占比_变化率,0-14岁占比_线性趋势斜率,15-64岁占比_均值,15-64岁占比_最新年值,15-64岁占比_首年值,15-64岁占比_变化量,15-64岁占比_变化率,15-64岁占比_线性趋势斜率,65岁及以上占比_均值,65岁及以上占比_最新年值,65岁及以上占比_首年值,65岁及以上占比_变化量,65岁及以上占比_变化率,65岁及以上占比_线性趋势斜率
北京,110000.0,2,低人口规模-老龄化高-上升型,总人口_最新年值=2183.00；城镇化率_最新年值=0.88；65岁及以上占比_最新年值=0.16；总人口_线性趋势斜率=40.24,1912.68,2183.0,1364.0,819.0,0.6004398826979472,40.24076923076969,1642.3619999999999,1925.84,1114.75,811.0899999999999,0.7275981161695446,39.1056538461543,270.2716,257.0,249.25,7.75,0.031093279839518557,1.1351769230769304,200.48000000000005,261.14,130.37,130.76999999999998,1.003068190534632,5.84246153846162,1494.4591999999998,1562.1,1095.62,466.48,0.42576805826837777,26.067730769231005,217.7408,359.75,138.02,221.73,1.6065063034342848,8.330169230769366,2.6064,2.21,3.13,-0.9199999999999999,-0.2939297124600639,-0.02120000000000011,6397.84,10013.0,3635.0,6378.0,1.754607977991747,213.6023076923106,0.8555192880892695,0.8821988089784699,0.8172653958944281,0.06493341308404177,0.07945205243026057,0.0026491759439898617,0.1444573928055889,0.11772789738891434,0.18273460410557185,-0.06500670671665751,-0.35574382331603144,-0.0026490683713741433,0.10424568893829475,0.1196243701328447,0.0955791788856305,0.0240451912472142,0.25157352812150163,0.0008086159481364489,0.7829853741772587,0.7155748969308291,0.803240469208211,-0.08766557227738192,-0.10913988480161822,-0.002661458575659334,0.11276922215064351,0.1647961520842877,0.10118768328445749,0.0636084687998302,0.6286186889071758,0.0018526015942687672
天津,120000.0,2,低人口规模-老龄化高-上升型,总人口_最新年值=1364.00；城镇化率_最新年值=0.86；65岁及以上占比_最新年值=0.19；总人口_线性趋势斜率=19.83,1258.08,1364.0,1001.0,363.0,0.3626373626373626,19.834615384615624,1032.8316,1173.18,798.7,374.48,0.4688619005884562,19.510907692307956,225.2556,191.0,202.3,-11.300000000000011,-0.05585763717251612,0.32921538461536876,146.95960000000002,165.4,124.2,41.2,0.3317230273752013,1.8965846153846442,957.6951999999999,945.35,779.66,165.69000000000005,0.21251571197701571,12.233684615384744,153.4236,253.25,97.14,156.11,1.6070619724109534,5.704169230769323,2.7928,2.36,3.05,-0.69,-0.2262295081967213,-0.029700000000000542,4185.92,6017.0,3273.0,2744.0,0.8383745798961197,118.01000000000218,0.8191581082508157,0.8601026392961877,0.797902097902098,0.0622005413940897,0.07795510446410892,0.0025236448469663627,0.18083961234835447,0.14002932551319647,0.2020979020979021,-0.06206857658470563,-0.30712133050563684,-0.002518448430637798,0.11769272348303876,0.12126099706744868,0.12407592407592408,-0.002814927008475396,-0.022687133135940993,-0.0004662483774599986,0.7617039835989954,0.6930718475073314,0.7788811188811189,-0.08580927137378747,-0.11016992104912558,-0.0021803991097547465,0.12060208229186223,0.18566715542521994,0.09704295704295704,0.0886241983822629,0.9132470926564255,0.0026465337988725614
广西,450000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=5013.00；城镇化率_最新年值=0.57；65岁及以上占比_最新年值=0.14；总人口_线性趋势斜率=11.87,4841.32,5013.0,4751.0,262.0,0.05514628499263313,11.865384615384743,2080.792,2876.96,1201.16,1675.8,1.3951513536914315,73.30241538461635,2760.5264,2136.0,3549.84,-1413.8400000000001,-0.3982827395037523,-61.43740000000078,1056.7168,1037.89,1021.4,16.490000000000123,0.016144507538672533,2.943130769230789,3299.5711999999994,3274.76,3344.69,-69.92999999999984,-0.020907767237023412,-1.8470000000000526,485.0296,700.35,384.91,315.44,0.819516250552077,10.769061538461717,3.4116000000000004,2.95,3.59,-0.6399999999999997,-0.17827298050139267,-0.025861538461538953,12980.64,17234.0,12918.0,4316.0,0.33410744697321565,123.02076923077237,0.42811734147841185,0.5738998603630561,0.2528225636708062,0.3210772966922499,1.269970891958506,0.01394312778189911,0.5718823393514306,0.4260921603830042,0.7471774363291939,-0.3210852759461897,-0.42973095858414667,-0.013943201436550869,0.21828779181260832,0.2070396967883503,0.21498631866975373,-0.007946621881403437,-0.036963384137994645,7.08358861469302e-05,0.6818358798417189,0.6532535407939358,0.703997053251947,-0.05074351245801112,-0.07207915462659045,-0.0020123129403436975,0.09987583186709309,0.13970676241771396,0.0810166280782993,0.058690134339414654,0.7244208470721961,0.0019414388684107756
云南,530000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=4655.00；城镇化率_最新年值=0.54；65岁及以上占比_最新年值=0.12；总人口_线性趋势斜率=17.76,4569.72,4655.0,4241.0,414.0,0.09761848620608347,17.764615384615457,1778.9712,2518.82,966.48,1552.3400000000001,1.606179124244682,67.70793846153933,2790.7816000000003,2136.0,3274.52,-1138.52,-0.3476906538973651,-49.950369230770015,943.0536,830.98,1059.53,-228.54999999999995,-0.21570885203816784,-9.706300000000121,3226.6216,3262.23,2870.52,391.71000000000004,0.13645959617072867,17.105284615384683,400.0444,561.79,310.95,250.83999999999997,0.8066891783244894,10.36564615384632,3.4307999999999996,2.74,3.49,-0.75,-0.2148997134670487,-0.03016923076923141,12242.28,17350.0,11829.0,5521.0,0.4667342970665314,161.79923076923438,0.38657842018336,0.5410998925886145,0.22788964866776704,0.3132102439208474,1.3743943428403214,0.013458066128760533,0.6134290218567322,0.4588614393125671,0.7721103513322329,-0.3132489120196658,-0.40570484708458115,-0.01345963309098645,0.20704455533853416,0.17851342642320087,0.24983022871964158,-0.07131680229644072,-0.285461061545407,-0.0029802084597699767,0.7057321193673025,0.7008012889366273,0.6768497995755718,0.02395148936105551,0.03538671264448129,0.0010460050106780774,0.0872232328232479,0.12068528464017185,0.0733199717047866,0.04736531293538525,0.6460083362565328,0.001934208070445828
江西,360000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=4502.00；城镇化率_最新年值=0.64；65岁及以上占比_最新年值=0.14；总人口_线性趋势斜率=14.57,4416.56,4502.0,4149.0,353.0,0.08508074234755363,14.566923076923178,2118.4080000000004,2870.93,1265.74,1605.1899999999998,1.2681830391707616,71.05540769230862,2298.1892,1631.0,2883.26,-1252.2600000000002,-0.4343208729008137,-56.49297692307779,954.1876000000001,805.11,1031.17,-226.06000000000006,-0.21922670364731328,-6.414961538461627,3047.834,3071.7,2811.14,260.55999999999995,0.09268837553448066,8.946507692307698,414.5368,625.18,306.69,318.48999999999995,1.0384753333985457,12.035246153846346,3.4236,2.69,3.95,-1.2600000000000002,-0.31898734177215193,-0.025576923076923285,11908.16,17022.0,10352.0,6670.0,0.6443199381761978,137.8515384615407,0.47714385220040734,0.6377010217681031,0.3050711014702338,0.33262992029786925,1.0903357240158795,0.014646295297789763,0.5228646833629483,0.3622834295868503,0.6949288985297662,-0.33264546894291597,-0.478675544572518,-0.014647319353470734,0.2164360284350156,0.17883385162150156,0.24853458664738493,-0.06970073502588336,-0.2804468221751894,-0.0021930377491467434,0.6900434792889217,0.6822967569968902,0.6775463967221017,0.004750360274788479,0.0070111217442380665,-0.00022808939170357827,0.0935201352565145,0.1388671701466015,0.07391901663051338,0.06494815351608811,0.8786393065905297,0.002421098317387849
福建,350000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=4193.00；城镇化率_最新年值=0.72；65岁及以上占比_最新年值=0.13；总人口_线性趋势斜率=36.88,3832.6664,4193.0,3471.0,722.0,0.2080092192451743,36.875215384615906,2228.6356,3010.57,1442.89,1567.68,1.0864861493253124,75.562276923078,1694.6828,1182.0,2028.11,-846.1099999999999,-0.4171913752212651,-21.656161538461813,688.1651999999999,721.39,638.42,82.97000000000003,0.1299614673725761,4.145138461538527,2777.4272,2928.48,2548.5,379.98,0.1490994702766333,23.145146153846465,367.07199999999995,543.13,284.08,259.05,0.9118910166150381,9.584930769230915,2.9624,2.62,3.14,-0.52,-0.16560509554140126,-0.01832307692307723,11556.28,16216.0,10441.0,5775.0,0.5531079398525045,183.46615384615745,0.5742615576654095,0.7179990460290961,0.41569864592336503,0.3023004001057311,0.7272104517787168,0.01427002959521687,0.4471971874717713,0.281898402098736,0.584301354076635,-0.30240295197789896,-0.5175462111597927,-0.010186163193397468,0.17988963440423147,0.17204626758883854,0.18392970325554595,-0.01188343566670741,-0.06460857303834688,-0.000700383809970605,0.7250468455824581,0.6984211781540663,0.7342264477095938,-0.03580526955552743,-0.048765976310471144,-0.0008434662977723675,0.09506299623412401,0.12953255425709514,0.08184384903486026,0.04768870522223488,0.5826791601885993,0.001543855399597141
陕西,610000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=3953.00；城镇化率_最新年值=0.66；65岁及以上占比_最新年值=0.14；总人口_线性趋势斜率=15.40,3801.64,3953.0,3644.0,309.0,0.08479692645444567,15.40076923076945,1871.0576,2614.51,1032.89,1581.6200000000001,1.5312569586306384,69.84714615384706,1930.5628,1338.0,2611.11,-1273.1100000000001,-0.48757425003159577,-54.45090000000069,727.362,708.88,796.44,-87.56000000000006,-0.10993922957159366,-5.756746153846244,2714.9847999999997,2705.23,2610.06,95.17000000000007,0.03646276330812322,7.476923076923149,359.2944,538.89,237.49,301.4,1.2691060676238999,13.6806000000002,3.4688,2.78,3.95,-1.1700000000000004,-0.2962025316455697,-0.04387692307692372,6828.56,9019.0,6457.0,2562.0,0.396778689794022,72.15538461538607,0.4887007532477029,0.6613989375158108,0.28344950603732166,0.37794943147848914,1.3333924506071453,0.016390425607438742,0.5112942884927474,0.3384771059954465,0.7165504939626784,-0.37807338796723194,-0.5276297918328194,-0.016391569821180993,0.1918015673742185,0.1793270933468252,0.21856201975850714,-0.03923492641168194,-0.17951392677937947,-0.002325779585246431,0.7143664231537139,0.6843485960030357,0.7162623490669594,-0.031913753063923744,-0.04455595509870965,-0.0008743784219390222,0.09383232493379484,0.13632431065013914,0.0651728869374314,0.07115142371270775,1.0917334961855532,0.003200159114176879
贵州,520000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=3860.00；城镇化率_最新年值=0.57；65岁及以上占比_最新年值=0.13；总人口_线性趋势斜率=4.44,3739.44,3860.0,3756.0,104.0,0.027689030883919063,4.43538461538473,1380.8804,2186.69,492.86,1693.83,3.4367365986284133,74.00162307692403,2358.5472,1673.0,3263.14,-1590.1399999999999,-0.4873036400522196,-69.56910000000084,902.0491999999999,845.19,993.28,-148.08999999999992,-0.1490918975515463,-7.602715384615497,2483.6256000000003,2516.73,2489.56,27.170000000000073,0.010913575089574091,2.324223076923157,353.7644,498.08,273.16,224.91999999999996,0.8234002050080537,9.713761538461688,3.344,2.83,3.66,-0.8300000000000001,-0.226775956284153,-0.029984615384615887,10143.08,13964.0,10114.0,3850.0,0.3806604706347637,79.57461538461747,0.36818240863914425,0.5665,0.13121938232161875,0.4352806176783812,3.3171975814632955,0.018955225019687744,0.6318143789256225,0.433419689119171,0.8687806176783812,-0.4353609285592102,-0.5011172207347505,-0.018955966350895404,0.24133777580705307,0.21896113989637306,0.2644515441959531,-0.04549040429958007,-0.17201791896466528,-0.0022883980281420756,0.6642788691355977,0.6520025906735751,0.6628221512247071,-0.01081956055113198,-0.016323474601958463,-0.00014352455279153874,0.09438313674320022,0.1290362694300518,0.07272630457933973,0.056309964850712074,0.7742723238368521,0.0024318925868984527
山西,140000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=3446.00；城镇化率_最新年值=0.66；65岁及以上占比_最新年值=0.16；总人口_线性趋势斜率=9.26,3443.0,3446.0,3247.0,199.0,0.06128734216199569,9.258461538461585,1779.0123999999998,2285.39,1199.14,1086.2499999999998,0.9058575312307151,48.322853846154466,1663.9632000000001,1161.0,2047.86,-886.8599999999999,-0.4330667135448712,-39.05617692307751,603.3276000000001,501.79,728.15,-226.35999999999996,-0.3108700130467623,-10.401961538461679,2522.9068,2400.24,2327.8,72.4399999999996,0.031119511985565597,6.737915384615365,316.7636,543.97,191.05,352.92,1.8472651138445433,12.922553846154036,3.1507999999999994,2.44,3.49,-1.0500000000000003,-0.30085959885386826,-0.043938461538462294,10195.72,14368.0,9154.0,5214.0,0.5695870657636006,183.4361538461574,0.5149377120288409,0.6632008125362739,0.36930705266399755,0.2938937598722764,0.7957978537162311,0.012830553137470571,0.48505496310711926,0.336912362159025,0.6306929473360025,-0.29378058517697747,-0.4658060414626224,-0.012828140926607993,0.17594840041633428,0.14561520603598377,0.22425315676008623,-0.07863795072410246,-0.35066596992537347,-0.003571472683000286,0.7323540632418901,0.6965293093441671,0.7169079149984602,-0.020378605654293058,-0.02842569488765768,2.7412782707488627e-05,0.09169696359598677,0.1578554846198491,0.058838928241453654,0.09901655637839546,1.6828409241593825,0.003544074231325278
重庆,500000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=3190.00；城镇化率_最新年值=0.72；65岁及以上占比_最新年值=0.19；总人口_线性趋势斜率=21.29,2990.24,3190.0,2849.0,341.0,0.11969111969111969,21.286923076923443,1686.444,2301.27,955.31,1345.96,1.4089248516188464,60.927853846154626,1303.7668,889.0,1893.69,-1004.69,-0.530546182321288,-39.63690000000044,510.6467999999999,429.59,559.77,-130.18,-0.23255980134698181,-4.0935461538462325,2074.5863999999997,2158.54,2007.39,151.14999999999986,0.07529677840379789,11.052884615384844,405.0068,601.87,281.84,320.03000000000003,1.135502412716435,14.327776923077156,2.8524000000000003,2.5,3.19,-0.69,-0.21630094043887146,-0.02642307692307727,9731.42,12950.0,9587.0,3363.0,0.3507875247731303,104.64423076923327,0.5579668593031127,0.7214012539184953,0.3353141453141453,0.38608710860435,1.1514190916182112,0.016363469757844605,0.44202266145880026,0.2786833855799373,0.6646858546858547,-0.3860024691059174,-0.5807291766248746,-0.016362155207935075,0.17174259973360442,0.13466771159874608,0.19647946647946649,-0.06181175488072041,-0.3145965122374769,-0.002592936844350755,0.6942099403836244,0.6766583072100313,0.7045945945945946,-0.02793628738456333,-0.03964873928764262,-0.0011992488282407704,0.1340474327181946,0.18867398119122258,0.09892593892593891,0.08974804226528367,0.9072245685984714,0.003792246521973717
新疆,650000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=2623.00；城镇化率_最新年值=0.60；65岁及以上占比_最新年值=0.06；总人口_线性趋势斜率=35.20,2264.16,2623.0,1849.0,774.0,0.4186046511627907,35.19615384615429,1036.2284000000002,1583.24,467.03,1116.21,2.3900177718776097,47.43346923076982,1227.9412,1040.0,1381.97,-341.97,-0.2474511024117745,-12.238176923077075,539.752,623.41,428.26,195.14999999999998,0.4556811282865548,9.29060769230783,1589.5695999999998,1834.45,1298.54,535.9100000000001,0.4127019575831319,24.495469230769505,134.8372,165.14,122.2,42.93999999999998,0.35139116202945975,1.4100384615384776,4.088,3.18,2.91,0.27,0.09278350515463918,-0.03654615384615561,715.04,1194.0,772.0,422.0,0.5466321243523317,20.363076923077436,0.4461839339389726,0.6035989325200153,0.2525851811790157,0.3510137513409996,1.3896846588645446,0.01414385070679084,0.5538210993940385,0.3964925657643919,0.7474148188209844,-0.35092225305659247,-0.46951471153616897,-0.014144616149453126,0.2381246349227498,0.2376706061761342,0.2316170903190914,0.006053515857042807,0.02613587731675186,0.00031455773128110374,0.7020363761603227,0.6993709492947008,0.7022931314223905,-0.0029221821276896875,-0.004160915146316811,2.586163568321999e-05,0.059838456868634066,0.06295844452916508,0.06608977825851813,-0.00313133372935305,-0.04738000053661039,-0.0003404224990318982
甘肃,620000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=2458.00；城镇化率_最新年值=0.57；65岁及以上占比_最新年值=0.11；总人口_线性趋势斜率=-2.93,2526.3147999999997,2458.0,2562.0,-104.0,-0.04059328649492584,-2.934346153846222,1003.9544000000001,1396.88,615.14,781.7400000000001,1.2708326559807526,35.29560000000048,1533.7616,1061.0,1946.86,-885.8599999999999,-0.45501987816278516,-39.19761538461594,536.1468,476.07,611.16,-135.08999999999997,-0.22103868054192025,-6.251307692307782,1803.9176,1721.97,1807.71,-85.74000000000001,-0.04743017408765787,-1.3270153846154256,186.252,259.97,143.13,116.84000000000003,0.81632082722001,4.644023076923152,3.4907999999999997,2.77,4.51,-1.7399999999999998,-0.3858093126385809,-0.05575384615384666,1509.12,2171.0,1098.0,1073.0,0.9772313296903461,33.66846153846201,0.3982913211325388,0.568299430431245,0.2401014832162373,0.32819794721500767,1.366913451839987,0.01451179210572971,0.6061785135180057,0.43165174938974776,0.7598985167837626,-0.32824676739401487,-0.4319613213397297,-0.014891369687828455,0.2121424085182625,0.19368185516680228,0.23854800936768147,-0.044866154200879194,-0.18808018696029274,-0.002232836175533678,0.7139899361585426,0.7005573637103336,0.7055854800936768,-0.005028116383343217,-0.007126161925378143,0.0002918526661293563,0.07386829194655027,0.10576484947111474,0.05586651053864168,0.04989833893247306,0.893170854083672,0.0019410031759917422
海南,450000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=1048.00；城镇化率_最新年值=0.63；65岁及以上占比_最新年值=0.12；总人口_线性趋势斜率=11.62,910.3888000000001,1048.0,787.0,261.0,0.33163913595933925,11.6162615384617,475.7804,661.08,315.67,345.41,1.0942123103240726,15.720400000000224,434.62440000000004,387.0,471.33,-84.32999999999998,-0.17891922856597287,-4.099807692307754,187.172,186.47,185.73,0.7400000000000091,0.00398427825337861,0.1198692307692334,643.4704,737.34,542.24,195.10000000000002,0.35980377692534676,9.150123076923208,79.74640000000001,124.19,59.03,65.16,1.1038455022869726,2.3463923076923465,3.7628,3.21,4.73,-1.5200000000000005,-0.32135306553911214,-0.04230000000000022,3097.96,3357.0,12918.0,-9561.0,-0.7401300510915002,-147.13999999999518,0.5155411385451167,0.6308015267175573,0.40110546378653117,0.22969606293102612,0.5726575269322949,0.010687815531032738,0.48447372743290884,0.36927480916030536,0.5988945362134689,-0.22961972705316352,-0.38340594740593575,-0.010683520768740084,0.20726858161978498,0.1779293893129771,0.23599745870393898,-0.058068069390961874,-0.24605379104445702,-0.0025661670568369824,0.7060663098090617,0.7035687022900764,0.6889961880559086,0.014572514234167833,0.02115035538191591,0.0011741489813355058,0.08666501711007384,0.11850190839694656,0.07500635324015248,0.04349555515679408,0.5798916128815338,0.0013921636483014137
宁夏,640000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=729.00；城镇化率_最新年值=0.68；65岁及以上占比_最新年值=0.09；总人口_线性趋势斜率=8.00,653.48,729.0,554.0,175.0,0.315884476534296,8.004615384615484,342.8168,497.32,169.3,328.02,1.9375073833431775,14.459569230769418,310.716,232.0,384.7,-152.7,-0.39693267481154143,-6.455846153846243,142.8436,139.37,128.17,11.200000000000017,0.08738394320043706,1.2229230769230919,464.06160000000006,525.0,390.23,134.76999999999998,0.345360428465264,5.529984615384679,46.57279999999999,64.62,35.6,29.020000000000003,0.8151685393258428,1.2517230769230958,3.2992000000000004,2.84,3.38,-0.54,-0.15976331360946747,-0.024715384615385104,6354.32,9419.0,6348.0,3071.0,0.48377441713925645,132.6715384615415,0.5143379073545986,0.6821947873799725,0.3055956678700361,0.3765991195099364,1.2323444312374765,0.01598471290975636,0.485745224714933,0.31824417009602196,0.6944043321299639,-0.3761601620339419,-0.5417019229706365,-0.015986966164832927,0.21907070089355954,0.19117969821673525,0.23135379061371839,-0.040174092396983135,-0.1736478675815609,-0.00085615615648579,0.7102888930919846,0.720164609053498,0.7043862815884477,0.015778327465050257,0.022400106131352897,-0.00017599448302092776,0.07063729957072415,0.08864197530864198,0.06425992779783393,0.024382047510808053,0.3794284921625748,0.0010322110352756814
青海,630000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=593.00；城镇化率_最新年值=0.64；65岁及以上占比_最新年值=0.11；总人口_线性趋势斜率=3.28,565.44,593.0,517.0,76.0,0.1470019342359768,3.276153846153876,272.15639999999996,378.69,156.34,222.35,1.4222208008187283,9.651238461538588,293.31120000000004,214.0,360.66,-146.66000000000003,-0.40664337603282874,-6.3802538461539395,123.23880000000001,112.53,137.19,-24.659999999999997,-0.1797507106931992,-1.1622846153846338,400.296,417.37,352.43,64.94,0.18426354169622336,2.825053846153874,41.904399999999995,63.1,27.38,35.72,1.3046018991964938,1.6134846153846396,3.3264,2.72,3.8,-1.0799999999999996,-0.2842105263157894,-0.044800000000000714,1799.16,2727.0,1422.0,1305.0,0.9177215189873418,47.2446153846162,0.4769574201159027,0.6386003372681281,0.30239845261121856,0.3362018846569096,1.1117844081336974,0.014405014971148536,0.5230934825456091,0.3608768971332209,0.6976015473887814,-0.33672465025556053,-0.48268908163401764,-0.014413983573912508,0.21903049500243854,0.1897639123102867,0.265357833655706,-0.07559392134541928,-0.2848754088168363,-0.0033904988211305403,0.7075555612176109,0.7038279932546374,0.6816827852998066,0.02214520795483077,0.03248608947208668,0.000969777309244681,0.07341245770778482,0.10640809443507589,0.05295938104448743,0.05344871339058846,1.0092397670903666,0.0024209147329749213
西藏,540000.0,3,中等人口规模-老龄化低-上升型,总人口_最新年值=370.00；城镇化率_最新年值=0.40；65岁及以上占比_最新年值=0.16；总人口_线性趋势斜率=5.09,316.44,370.0,258.0,112.0,0.43410852713178294,5.087692307692376,83.5284,146.82,20.35,126.47,6.214742014742014,5.265069230769299,232.9044,223.0,237.65,-14.650000000000006,-0.061645276667368,-0.17903846153846362,52.55480000000001,59.16,49.37,9.79,0.198298561879684,0.26546923076923484,229.9012,252.82,186.87,65.94999999999999,0.35291914164927485,3.3175230769231145,33.983599999999996,58.02,21.76,36.260000000000005,1.6663602941176472,1.5044076923077174,3.15,2.35,3.8,-1.4499999999999997,-0.381578947368421,-0.04430000000000053,11138.16,17078.0,9563.0,7515.0,0.785841263201924,198.49923076923426,0.2534061656237869,0.39681081081081077,0.07887596899224807,0.3179348418185627,4.030820107576863,0.012590427350249149,0.7465743749167537,0.6027027027027027,0.921124031007752,-0.3184213283050493,-0.34568778751400264,-0.012594917994739802,0.16774693681926986,0.15989189189189187,0.19135658914728682,-0.03146469725539494,-0.16442965144605823,-0.002013208934892928,0.7273089249331482,0.6832972972972973,0.7243023255813954,-0.04100502828409813,-0.056613139066181394,-0.0009547461948889918,0.10494368056859901,0.15681081081081083,0.08434108527131784,0.07246972553949299,0.859245826709062,0.0029670929744330518
